UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
UEI-IMD-FL-2010-0007,2010-05-10,2010-05-16,7,"flood (bramhaputra and its tributaries, tiyak and kakajan)",NA,Dhemaji and Golaghat,Assam,NA,NA,NA,NA,5,NA,NA,NA,5 persons died.,i)Extensive damage to standing crops reported. ii) NH-37 and NH-39 disrupted. iii) About 30 villages inundated ,IMD,NA
UEI-IMD-FL-2010-0008,2010-05-21,2010-05-21,1,"flood (kaldia, pahumara and tihy)",NA,Barpeta,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Widespread damage to standing crops reported. ii) About 20 villages badly affected. ,IMD,NA
UEI-IMD-FL-2010-0009,2010-06-01,2010-06-01,1,"flood (singra, dikrang and paroi)",NA,Lakhimpur,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Standing crops damaged. ii) About 25 villages inundated. iii) Many trees uprooted.,IMD,NA
UEI-IMD-FL-2010-0010,2010-06-06,2010-06-09,4,flood (brahmaputra and its tributaries),NA,"Darrang, Dhemaji, Kamrup, Lakhimpur, Morigaon, Nalbari and Sonitpur",Assam,NA,NA,NA,NA,40,NA,NA,NA,About 40 persons died.,"i) Extensive damage to Boro crops reported. ii) About 60 villages inundated. iii) Lakhs of people affected. iv) Few houses completely damaged due to landslide. v) Poultry farms, fisheries affected. ",IMD,NA
UEI-IMD-FL-2010-0011,2010-06-13,2010-06-13,1,"flood (bhogdoi, ranganodi and singra)",NA,Lakhimpur,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) Standing crops damaged. ii) About 200 villages submerged. iii) About 30,000 people marooned. iv). NH-52 water logged.",IMD,NA
UEI-IMD-FL-2010-0012,2010-06-17,2010-06-17,1,heavy rains,NA,Jorhat,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Standing crops damaged. ii) 1000 hectares of farm land inundated. iii) About 200 villages inundated. ,IMD,NA
UEI-IMD-FL-2010-0013,2010-06-21,2010-06-21,1,heavy rains,NA,"Cachar, Hailakandi and Karmganj",Assam,NA,NA,NA,NA,7,NA,NA,NA,7 persons died.,i) Lakhs of people affected. ii) Low lying areas flooded. iii) Road / electricity/telephone services,IMD,NA
UEI-IMD-FL-2010-0014,2010-06-26,2010-06-28,3,heavy rains,NA,"Barpeta, Dhemaji, Golaghat, Joraht and Lakhimpur",Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) About 9650 hectares of crop land affected. ii) About 500 villages inundated. iii) Lakhs of people rendered homeless. iv) Some schools buildings damaged. ,IMD,NA
UEI-IMD-FL-2010-0015,2010-07-02,2010-07-02,1,heavy rains,NA,Sonitpur,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to standing crops reported. ii) About 7 villages inundated. ,IMD,NA
UEI-IMD-FL-2010-0016,2010-07-06,2010-07-07,2,flood (brahmaputra and its tributaries),NA,Morigaon and Sonitpur,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to standing crops reported. ii) About 1500 hectares of crop land affected. iii) About 120 villages inundated. iv) 60 % area of Pabitora reserved forest inundated. ,IMD,NA
UEI-IMD-FL-2010-0017,2010-07-10,2010-07-10,1,flood (brahmaputra and its tributaries),NA,"Barpeta, Dhubri and Morigaon",Assam,NA,NA,NA,NA,NA,2,NA,NA,2 children swept away.,i) About 20 villages inundated. ii) Vast area of crop land affected. iii) Low lying areas submerged.,IMD,NA
UEI-IMD-FL-2010-0018,2010-07-19,2010-07-21,3,flood (brahmaputra  and and its tributaries) ,NA,"Barpeta, Bongaigaon,  Dhemaji, Dhubri, Golaghat, Kokrajhar, Lakhimpur and Sonitpur",Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Extensive damage to standing crops reported. ii) About 300 villages inundated. iii) Electrical tower and several houses damaged. ,IMD,NA
UEI-IMD-FL-2010-0019,2010-07-31,2010-07-31,1,heavy rains,NA,Dhemaji,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) Standing crops damaged. ii) About 14,000 people affected. iii) About 50 villages inundated.",IMD,NA
UEI-IMD-FL-2010-0020,2010-08-17,2010-08-17,1,flood (nishary),NA,Nagaon,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) Damage to standing crops reported. ii) About 50,000 bighas of crop land inundated. ",IMD,NA
UEI-IMD-FL-2010-0021,2010-08-21,2010-08-22,2,"flood (gabhagru, jiadhan, pabhoi and singra)",NA,Dhemaji and Lakhimpur,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) Widespread damage to standing crops reported. ii) About 50,000 people of 30 villages affected. iii) Road link of NH 52 disrupted. ",IMD,NA
UEI-IMD-FL-2010-0022,2010-08-27,2010-08-27,1,heavy rains,NA,Bongaigaon,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to standing crops reported. ii) About 10 villages inundated. ,IMD,NA
UEI-IMD-FL-2010-0023,2010-08-30,2010-08-30,1,"flood (bramhaputra, kapili and kolong)",NA,Morigaon,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) 10,000 people of 40 villages inundated. ii) Pobitora wildlife  sanctuary inundated. ",IMD,NA
UEI-IMD-FL-2010-0024,2010-09-05,2010-09-09,5,flood (brahmaputra and its tributaries),NA,"Dhemaji, Dibrugarh, Lakhimpur and Nagaon",Assam,NA,NA,NA,NA,1,NA,NA,NA,i) One person died. ii) Many cattle heads swept away. ,"i) About 20,000 bighas paddy crops damaged. ii) About 50 villages inundated. iii) A part of NH 52 damaged. ",IMD,NA
UEI-IMD-FL-2010-0025,2010-09-14,2010-09-14,1,flood (brahmaputra and its tributaries) ,NA,"Barpeta, Dibrugarh and Dhubri",Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to standing crops reported. ii) About 500 families affected. iii) Damage to public property reported. ,IMD,NA
UEI-IMD-FL-2010-0026,2010-09-21,2010-09-21,1,"flood (buradiya, kaldiya and tihu) ",NA,Barpeta,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to rice crops reported. ii) Low lying areas submerged. iii) Many trees uprooted.,IMD,NA
UEI-IMD-FL-2010-0027,2010-09-27,2010-09-27,1,flood (singra),NA,Lakhimpur,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Extensive damage to standing crops reported. ii) About 20 villages inundated. iii) Many trees uprooted. ,IMD,NA
UEI-IMD-FL-2010-0028,2010-08-25,2010-08-25,1,heavy rains,NA,West Champaran,Bihar,NA,NA,NA,NA,2,NA,NA,NA,2 persons died.,i) Low lying areas flooded. ii) Many trees uprooted.,IMD,NA
UEI-IMD-FL-2010-0029,2010-08-28,2010-08-29,2,NA,NA,"Darbhanga, East Champaran and Muzaffarpur ",Bihar,NA,NA,NA,NA,NA,NA,NA,NA,5 persons died.,i) Damage to public property reported. ii) Electricity/telephone/road transport disrupted. ,IMD,NA
UEI-IMD-FL-2010-0030,2010-09-18,2010-09-19,2,flood (gandok),NA,"Gopalganj, Sarain and Siwan",Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) About 20 villages inundated. ii) Lakhs of people affected. iii) Low lying areas flooded. iv) Many trees uprooted.,IMD,NA
UEI-IMD-FL-2010-0031,2010-07-23,2010-07-26,4,flood (mahanadi and its tributaries),NA,Gonda and Raipur,Chhattisgarh,NA,NA,NA,NA,8,4,NA,NA,8 persons died and 4 missing.,i) About 1.5 lakh people affected. fishermen were reported ii) Low lying areas flooded.,IMD,NA
UEI-IMD-FL-2010-0032,2010-08-02,2010-08-08,7,heavy rains,NA,Bastar,Chhattisgarh,NA,NA,NA,NA,1,NA,NA,NA,One person died.,i) About 7800 hectares of crop land affected. ii) About 800 houses completely and 400 partially damaged. iii) Damage to public property reported. iv) Road transport on highways disrupted. ,IMD,NA
UEI-IMD-FL-2010-0033,2010-09-07,2010-09-08,2,heavy rains,NA,"Dhamatari, Narayanpur, Rajnandgaon",Chhattisgarh,NA,NA,NA,NA,14,2,NA,NA,14 persons died and others 2 injured.,i) Low lying areas flooded. ii) Trees/electricity poles uprooted,IMD,NA
UEI-IMD-FL-2010-0034,2010-12-08,2010-12-09,2,heavy rains,NA,Raipur,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Extensive damage to crops reported. ii) Damage to public property reported. iii) Many trees uprooted.,IMD,NA
UEI-IMD-FL-2010-0035,2010-07-01,2010-07-31,31,heavy rains,NA,Most of the districts,Gujarat,NA,NA,NA,NA,90,NA,NA,240,i)About 90 persons died.ii) 240 cattle perished.,i) About 20 houses partially damaged  ii) Estimated value of damage to public property about Rs. 630 lakhs reported. ,IMD,NA
UEI-IMD-FL-2010-0036,2010-08-01,2010-08-31,31,heavy rains,NA,Most of the districts,Gujarat,NA,NA,NA,NA,85,NA,NA,130,i)About 85 persons died ii) 130 cattle heads  perished,i) About 250 houses fully and 3500 houses partially damaged. ii) Estimated value of damage to public property about Rs. 4900 lakhs reported. ,IMD,NA
UEI-IMD-FL-2010-0037,2010-09-01,2010-09-30,30,heavy rains,NA,Most of the districts,Gujarat,NA,NA,NA,NA,70,NA,NA,200,i) About 70 persons died. ii)200 cattle heads  perished.,i) About 60 houses fully and 1920 houses partially damaged ii) Estimated value of damage to public property about Rs. 1050 lakhs reported. ,IMD,NA
UEI-IMD-FL-2010-0038,2010-07-07,2010-07-08,2,flood (yamuna),NA,"Ambala, Jhajjar, Kaithal and Kurukshetra",Haryana,NA,NA,NA,NA,8,NA,NA,NA,8 persons died.,"i) About 5,000 thousand people affected. ii) Many places inundated. iii) Water and electricity supply disrupted. ",IMD,NA
UEI-IMD-FL-2010-0039,2010-08-19,2010-08-20,2,flood (krishnavati),NA,Panchukla,Haryana,NA,NA,NA,NA,1,NA,NA,NA,One person died.,i) Damage to crops reported ii) NH-22 water logged. iii) Low lying areas flooded. iv) Trees/electricity poles uprooted.,IMD,NA
UEI-IMD-FL-2010-0040,2010-08-20,2010-08-22,3,heavy rains,NA,Shimla,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Apple orchards damaged. ii) Landslide reported. iii) Electricity and water supply affected. iv) Few vehicles damaged.,IMD,NA
UEI-IMD-FL-2010-0041,2010-09-05,2010-09-05,1,heavy rains,NA,Hamirpur and Shimla,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Landslide reported. ii) Damage to public property reported.,IMD,NA
UEI-IMD-FL-2010-0042,2010-09-08,2010-09-10,3,heavy rains,NA,Sirmaur,Himachal Pradesh,NA,NA,NA,NA,1,NA,NA,NA,One person died.,i) Electric supply/ road traffic disrupted. ii) Few vehicles damaged.,IMD,NA
UEI-IMD-FL-2010-0043,2010-09-12,2010-09-13,2,heavy rains,NA,"Hamirpur, Kangra, Kullu and Shimla",Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Cloud burst reported. ii) Many houses and bridges damaged. ,IMD,NA
UEI-IMD-FL-2010-0044,2010-09-16,2010-09-16,1,heavy rains,NA,Kullu,Himachal Pradesh,NA,NA,NA,NA,5,NA,NA,NA,5 persons died.,i) Road traffic disrupted. ii) Many trees uprooted.,IMD,NA
UEI-IMD-FL-2010-0045,2010-09-22,2010-09-24,3,heavy rains,NA,Kinnaur and Shimla,Himachal Pradesh,NA,NA,NA,NA,2,2,NA,NA,"2 persons died and 2 others injured,",i) Fruit and vegetable crops affected. ii) About 990 houses damaged. iii) Landslide reported. iv) Many trees uprooted. v) Electric supply/ road traffic disrupted. ,IMD,NA
UEI-IMD-FL-2010-0046,2010-02-09,2010-02-09,1,heavy rains,NA,Reasi,Jammu and Kashmir,NA,NA,NA,NA,1,NA,NA,NA,One girl died in house collapse incidence.,i) Electric supply/ road traffic disrupted. ii) Damage to public property reported.,IMD,NA
UEI-IMD-FL-2010-0047,2010-07-21,2010-07-22,2,heavy rains,NA,"Bandipora, Jammu and Kathua",Jammu and Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Standing crops and orchards damaged. ii) Several houses damaged. iii) Transport services on national highway disrupted. ,IMD,NA
UEI-IMD-FL-2010-0048,2010-07-30,2010-07-30,1,heavy rains,NA,Kupwara and Reasi,Jammu and Kashmir,NA,NA,NA,NA,5,NA,NA,NA,5 persons died.,i) Several houses damaged. ii) Transport services disrupted.,IMD,NA
UEI-IMD-FL-2010-0049,2010-08-06,2010-08-06,1,heavy rains,NA,Leh,Jammu and Kashmir,NA,NA,NA,NA,150,30,NA,NA,i)About 150 persons died.ii) About 30 army men swept away and more than 500 were missing and injured due to cloud burst. ,i) Damage to agriculture reported.  ii) Landslide reported. iii) Massive destruction to public  property reported. iv) Thousands of tourists stranded at Leh and Manali. v) Electricity/Radio/television/ telephone services disrupted. ,IMD,NA
UEI-IMD-FL-2010-0050,2010-08-08,2010-08-08,1,heavy rains,NA,Kupwara,Jammu and Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Cloud burst reported. ii) Few bridges and shops damaged.,IMD,NA
UEI-IMD-FL-2010-0051,2010-08-10,2010-08-10,1,heavy rains,NA,Srinagar,Jammu and Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) Cloud burst reported. ii) Many families affected. iii) Damage to saffron, paddy, orchards reported. iv) Damage to public property reported.",IMD,NA
UEI-IMD-FL-2010-0052,2010-08-13,2010-08-13,1,heavy rains,NA,Katra,Jammu and Kashmir,NA,NA,NA,NA,1,NA,NA,NA,One person died.,NA,IMD,NA
